fid,id,timestamp,lat_raw,lon_raw,alt_raw,lat,lon,altitude,t_rel_sec
454,763,472848.991991,"-2.18149977,Lat","41.03558917,Lon","15.674,Ellh",-2.18149977,41.03558917,15.674,170.051565000031
455,765,472849.005975,"-2.18149935,Lat","41.03558926,Lon","15.689,Ellh",-2.18149935,41.03558926,15.689,170.065548999992
456,764,472849.020998,"-2.18149913,Lat","41.03558896,Lon","15.689,Ellh",-2.18149913,41.03558896,15.689,170.080572000006
457,770,472850.697437,"-2.18146524,Lat","41.03556922,Lon","15.651,Ellh",-2.18146524,41.03556922,15.651,171.757011000009
458,771,472850.949953,"-2.18146008,Lat","41.03556606,Lon","15.643,Ellh",-2.18146008,41.03556606,15.643,172.009527000017
459,772,472850.965123,"-2.18145984,Lat","41.03556575,Lon","15.658,Ellh",-2.18145984,41.03556575,15.658,172.024696999986
460,773,472850.979762,"-2.18145953,Lat","41.03556557,Lon","15.642,Ellh",-2.18145953,41.03556557,15.642,172.039335999987
461,775,472850.993718,"-2.18145910,Lat","41.03556566,Lon","15.657,Ellh",-2.1814591,41.03556566,15.657,172.053292000026
462,774,472851.008747,"-2.18145886,Lat","41.03556535,Lon","15.656,Ellh",-2.18145886,41.03556535,15.656,172.068321000028
463,780,472852.68313,"-2.18142408,Lat","41.03554550,Lon","15.565,Ellh",-2.18142408,41.0355455,15.565,173.742704000033
464,781,472852.937634,"-2.18141897,Lat","41.03554234,Lon","15.550,Ellh",-2.18141897,41.03554234,15.55,173.997207999986
465,782,472852.95281,"-2.18141874,Lat","41.03554204,Lon","15.564,Ellh",-2.18141874,41.03554204,15.564,174.012384000001
466,783,472852.967444,"-2.18141844,Lat","41.03554187,Lon","15.548,Ellh",-2.18141844,41.03554187,15.548,174.027018000023
467,785,472852.981376,"-2.18141802,Lat","41.03554195,Lon","15.563,Ellh",-2.18141802,41.03554195,15.563,174.040949999995
468,784,472852.996411,"-2.18141778,Lat","41.03554165,Lon","15.562,Ellh",-2.18141778,41.03554165,15.562,174.055984999985
469,790,472854.704188,"-2.18138218,Lat","41.03552221,Lon","15.442,Ellh",-2.18138218,41.03552221,15.442,175.763762000017
470,791,472854.958692,"-2.18137686,Lat","41.03551917,Lon","15.437,Ellh",-2.18137686,41.03551917,15.437,176.018266000028
471,792,472854.973879,"-2.18137661,Lat","41.03551887,Lon","15.452,Ellh",-2.18137661,41.03551887,15.452,176.033453000011
472,793,472854.988513,"-2.18137630,Lat","41.03551871,Lon","15.437,Ellh",-2.1813763,41.03551871,15.437,176.048087000032
473,795,472855.002361,"-2.18137586,Lat","41.03551880,Lon","15.451,Ellh",-2.18137586,41.0355188,15.451,176.061935000005
474,794,472855.017452,"-2.18137562,Lat","41.03551850,Lon","15.451,Ellh",-2.18137562,41.0355185,15.451,176.077026000014
475,800,472856.693996,"-2.18134035,Lat","41.03549865,Lon","15.373,Ellh",-2.18134035,41.03549865,15.373,177.753570000001
476,801,472856.948464,"-2.18133512,Lat","41.03549559,Lon","15.367,Ellh",-2.18133512,41.03549559,15.367,178.008038000029
477,802,472856.96364,"-2.18133487,Lat","41.03549529,Lon","15.382,Ellh",-2.18133487,41.03549529,15.382,178.023213999986
478,803,472856.978274,"-2.18133456,Lat","41.03549512,Lon","15.366,Ellh",-2.18133456,41.03549512,15.366,178.037848000007
479,805,472856.992139,"-2.18133413,Lat","41.03549521,Lon","15.381,Ellh",-2.18133413,41.03549521,15.381,178.051712999993
480,804,472857.007213,"-2.18133389,Lat","41.03549491,Lon","15.381,Ellh",-2.18133389,41.03549491,15.381,178.066786999989
481,810,472858.681669,"-2.18129927,Lat","41.03547591,Lon","15.366,Ellh",-2.18129927,41.03547591,15.366,179.741243000026
482,811,472858.936113,"-2.18129398,Lat","41.03547291,Lon","15.368,Ellh",-2.18129398,41.03547291,15.368,179.995686999988
483,812,472858.951295,"-2.18129373,Lat","41.03547261,Lon","15.383,Ellh",-2.18129373,41.03547261,15.383,180.010868999991
484,813,472858.965928,"-2.18129342,Lat","41.03547245,Lon","15.368,Ellh",-2.18129342,41.03547245,15.368,180.025502000004
485,815,472858.979782,"-2.18129299,Lat","41.03547255,Lon","15.383,Ellh",-2.18129299,41.03547255,15.383,180.039356000023
486,814,472858.994856,"-2.18129275,Lat","41.03547225,Lon","15.383,Ellh",-2.18129275,41.03547225,15.383,180.054430000018
487,820,472860.702684,"-2.18125726,Lat","41.03545320,Lon","15.389,Ellh",-2.18125726,41.0354532,15.389,181.762258000032
488,821,472860.957127,"-2.18125199,Lat","41.03545030,Lon","15.385,Ellh",-2.18125199,41.0354503,15.385,182.016700999986
489,822,472860.97232,"-2.18125174,Lat","41.03545001,Lon","15.400,Ellh",-2.18125174,41.03545001,15.4,182.031894000014
490,823,472860.986959,"-2.18125143,Lat","41.03544986,Lon","15.385,Ellh",-2.18125143,41.03544986,15.385,182.046533000015
491,825,472861.000807,"-2.18125100,Lat","41.03544996,Lon","15.400,Ellh",-2.181251,41.03544996,15.4,182.060380999988
492,824,472861.015899,"-2.18125075,Lat","41.03544967,Lon","15.400,Ellh",-2.18125075,41.03544967,15.4,182.075473000004
493,830,472862.690364,"-2.18121585,Lat","41.03543093,Lon","15.353,Ellh",-2.18121585,41.03543093,15.353,183.749937999994
494,831,472862.942589,"-2.18121071,Lat","41.03542789,Lon","15.350,Ellh",-2.18121071,41.03542789,15.35,184.002162999997
495,832,472862.957776,"-2.18121046,Lat","41.03542759,Lon","15.365,Ellh",-2.18121046,41.03542759,15.365,184.017350000038
496,833,472862.972416,"-2.18121016,Lat","41.03542742,Lon","15.350,Ellh",-2.18121016,41.03542742,15.35,184.031989999989
497,835,472862.986247,"-2.18120973,Lat","41.03542751,Lon","15.365,Ellh",-2.18120973,41.03542751,15.365,184.045821000007
498,834,472863.001349,"-2.18120949,Lat","41.03542721,Lon","15.365,Ellh",-2.18120949,41.03542721,15.365,184.060923000041
499,840,472864.709175,"-2.18117414,Lat","41.03540815,Lon","15.337,Ellh",-2.18117414,41.03540815,15.337,185.768749000039
500,841,472864.961619,"-2.18116901,Lat","41.03540518,Lon","15.326,Ellh",-2.18116901,41.03540518,15.326,186.021193000022
501,842,472864.976794,"-2.18116876,Lat","41.03540489,Lon","15.341,Ellh",-2.18116876,41.03540489,15.341,186.03636800003
502,843,472864.991439,"-2.18116846,Lat","41.03540472,Lon","15.325,Ellh",-2.18116846,41.03540472,15.325,186.051013000018
503,845,472865.005304,"-2.18116804,Lat","41.03540482,Lon","15.339,Ellh",-2.18116804,41.03540482,15.339,186.064878000005
504,844,472865.020379,"-2.18116779,Lat","41.03540453,Lon","15.339,Ellh",-2.18116779,41.03540453,15.339,186.079953000008
505,850,472866.696908,"-2.18113268,Lat","41.03538562,Lon","15.274,Ellh",-2.18113268,41.03538562,15.274,187.756481999997
506,851,472866.95125,"-2.18112735,Lat","41.03538261,Lon","15.269,Ellh",-2.18112735,41.03538261,15.269,188.010823999997
507,852,472866.966432,"-2.18112709,Lat","41.03538231,Lon","15.284,Ellh",-2.18112709,41.03538231,15.284,188.026006
508,853,472866.981082,"-2.18112677,Lat","41.03538215,Lon","15.269,Ellh",-2.18112677,41.03538215,15.269,188.040656000027
509,855,472866.994953,"-2.18112633,Lat","41.03538225,Lon","15.283,Ellh",-2.18112633,41.03538225,15.283,188.054527
510,854,472867.010005,"-2.18112608,Lat","41.03538195,Lon","15.283,Ellh",-2.18112608,41.03538195,15.283,188.069579000003
511,860,472868.686549,"-2.18109099,Lat","41.03536251,Lon","15.198,Ellh",-2.18109099,41.03536251,15.198,189.74612299999
512,861,472868.938866,"-2.18108582,Lat","41.03535935,Lon","15.193,Ellh",-2.18108582,41.03535935,15.193,189.998439999996
513,862,472868.95403,"-2.18108558,Lat","41.03535904,Lon","15.208,Ellh",-2.18108558,41.03535904,15.208,190.013604000036
514,863,472868.968675,"-2.18108527,Lat","41.03535887,Lon","15.193,Ellh",-2.18108527,41.03535887,15.193,190.028249000025
515,865,472868.982557,"-2.18108484,Lat","41.03535895,Lon","15.208,Ellh",-2.18108484,41.03535895,15.208,190.042131000024
516,864,472868.997626,"-2.18108460,Lat","41.03535864,Lon","15.207,Ellh",-2.1810846,41.03535864,15.207,190.057200000039
517,870,472870.705418,"-2.18104912,Lat","41.03533851,Lon","15.141,Ellh",-2.18104912,41.03533851,15.141,191.764992000011
518,871,472870.957735,"-2.18104400,Lat","41.03533547,Lon","15.134,Ellh",-2.181044,41.03533547,15.134,192.017309000017
519,872,472870.972917,"-2.18104376,Lat","41.03533517,Lon","15.149,Ellh",-2.18104376,41.03533517,15.149,192.03249100002
520,873,472870.98755,"-2.18104346,Lat","41.03533500,Lon","15.133,Ellh",-2.18104346,41.035335,15.133,192.047124000033
521,875,472871.001398,"-2.18104303,Lat","41.03533509,Lon","15.148,Ellh",-2.18104303,41.03533509,15.148,192.060972000007
522,874,472871.01649,"-2.18104280,Lat","41.03533479,Lon","15.148,Ellh",-2.1810428,41.03533479,15.148,192.076064000023
523,880,472872.690967,"-2.18100836,Lat","41.03531550,Lon","15.151,Ellh",-2.18100836,41.0353155,15.151,193.750540999987
524,881,472872.945459,"-2.18100315,Lat","41.03531238,Lon","15.158,Ellh",-2.18100315,41.03531238,15.158,194.005033000023
525,882,472872.960635,"-2.18100290,Lat","41.03531207,Lon","15.174,Ellh",-2.1810029,41.03531207,15.174,194.020209000038
526,883,472872.975274,"-2.18100259,Lat","41.03531189,Lon","15.159,Ellh",-2.18100259,41.03531189,15.159,194.034848000039
527,885,472872.989122,"-2.18100216,Lat","41.03531198,Lon","15.175,Ellh",-2.18100216,41.03531198,15.175,194.048696000013
528,884,472873.004219,"-2.18100192,Lat","41.03531167,Lon","15.175,Ellh",-2.18100192,41.03531167,15.175,194.063793000008
529,890,472874.71202,"-2.18096653,Lat","41.03529194,Lon","15.238,Ellh",-2.18096653,41.03529194,15.238,195.771593999991
530,891,472874.966466,"-2.18096134,Lat","41.03528889,Lon","15.248,Ellh",-2.18096134,41.03528889,15.248,196.026040000026
531,892,472874.98163,"-2.18096110,Lat","41.03528859,Lon","15.263,Ellh",-2.1809611,41.03528859,15.263,196.041204000008
532,893,472874.99627,"-2.18096079,Lat","41.03528842,Lon","15.249,Ellh",-2.18096079,41.03528842,15.249,196.055844000017
533,895,472875.01014,"-2.18096037,Lat","41.03528852,Lon","15.264,Ellh",-2.18096037,41.03528852,15.264,196.069714000041
534,894,472875.025209,"-2.18096012,Lat","41.03528822,Lon","15.264,Ellh",-2.18096012,41.03528822,15.264,196.084782999998
535,900,472876.699658,"-2.18092522,Lat","41.03526896,Lon","15.284,Ellh",-2.18092522,41.03526896,15.284,197.75923200004
536,901,472876.954109,"-2.18091998,Lat","41.03526582,Lon","15.283,Ellh",-2.18091998,41.03526582,15.283,198.013682999997
537,902,472876.969285,"-2.18091973,Lat","41.03526551,Lon","15.298,Ellh",-2.18091973,41.03526551,15.298,198.028859000013
538,903,472876.983924,"-2.18091942,Lat","41.03526533,Lon","15.283,Ellh",-2.18091942,41.03526533,15.283,198.043498000014
539,905,472876.997789,"-2.18091900,Lat","41.03526542,Lon","15.298,Ellh",-2.180919,41.03526542,15.298,198.057363
540,904,472877.012858,"-2.18091875,Lat","41.03526511,Lon","15.298,Ellh",-2.18091875,41.03526511,15.298,198.072432000015
541,910,472878.689379,"-2.18088438,Lat","41.03524602,Lon","15.301,Ellh",-2.18088438,41.03524602,15.301,199.748953000002
542,911,472878.94164,"-2.18087927,Lat","41.03524301,Lon","15.299,Ellh",-2.18087927,41.03524301,15.299,200.001213999989
543,912,472878.956832,"-2.18087903,Lat","41.03524271,Lon","15.314,Ellh",-2.18087903,41.03524271,15.314,200.01640600001
544,913,472878.97146,"-2.18087872,Lat","41.03524255,Lon","15.299,Ellh",-2.18087872,41.03524255,15.299,200.031033999985
545,915,472878.985354,"-2.18087830,Lat","41.03524264,Lon","15.314,Ellh",-2.1808783,41.03524264,15.314,200.044928000018
546,914,472879.000349,"-2.18087806,Lat","41.03524234,Lon","15.313,Ellh",-2.18087806,41.03524234,15.313,200.059922999993
547,920,472880.708253,"-2.18084222,Lat","41.03522300,Lon","15.230,Ellh",-2.18084222,41.035223,15.23,201.767827000003
548,921,472880.96057,"-2.18083708,Lat","41.03522002,Lon","15.226,Ellh",-2.18083708,41.03522002,15.226,202.020144000009
549,922,472880.97578,"-2.18083684,Lat","41.03521973,Lon","15.240,Ellh",-2.18083684,41.03521973,15.24,202.035353999992
550,923,472880.990408,"-2.18083654,Lat","41.03521956,Lon","15.225,Ellh",-2.18083654,41.03521956,15.225,202.049982000026
551,925,472881.004239,"-2.18083611,Lat","41.03521966,Lon","15.240,Ellh",-2.18083611,41.03521966,15.24,202.063812999986
552,924,472881.019319,"-2.18083587,Lat","41.03521937,Lon","15.240,Ellh",-2.18083587,41.03521937,15.24,202.078893000027
553,930,472882.693863,"-2.18080126,Lat","41.03520011,Lon","15.215,Ellh",-2.18080126,41.03520011,15.215,203.753437000036
554,931,472882.94817,"-2.18079604,Lat","41.03519697,Lon","15.212,Ellh",-2.18079604,41.03519697,15.212,204.007744000002
555,932,472882.963375,"-2.18079580,Lat","41.03519667,Lon","15.226,Ellh",-2.1807958,41.03519667,15.226,204.022949000006
556,933,472882.978008,"-2.18079549,Lat","41.03519649,Lon","15.211,Ellh",-2.18079549,41.03519649,15.211,204.037582000019
557,935,472882.991834,"-2.18079507,Lat","41.03519658,Lon","15.226,Ellh",-2.18079507,41.03519658,15.226,204.051407999999
558,934,472883.006942,"-2.18079483,Lat","41.03519628,Lon","15.225,Ellh",-2.18079483,41.03519628,15.225,204.066516000021
559,940,472884.714792,"-2.18075962,Lat","41.03517650,Lon","15.214,Ellh",-2.18075962,41.0351765,15.214,205.774366000027
560,941,472884.969048,"-2.18075440,Lat","41.03517341,Lon","15.216,Ellh",-2.1807544,41.03517341,15.216,206.028622000013
561,942,472884.98427,"-2.18075415,Lat","41.03517311,Lon","15.231,Ellh",-2.18075415,41.03517311,15.231,206.043844000029
562,943,472884.998897,"-2.18075385,Lat","41.03517294,Lon","15.216,Ellh",-2.18075385,41.03517294,15.216,206.058470999997
563,945,472885.012757,"-2.18075342,Lat","41.03517304,Lon","15.231,Ellh",-2.18075342,41.03517304,15.231,206.072331000003
564,944,472885.027769,"-2.18075318,Lat","41.03517275,Lon","15.231,Ellh",-2.18075318,41.03517275,15.231,206.087342999992
565,950,472886.702369,"-2.18071824,Lat","41.03515441,Lon","15.206,Ellh",-2.18071824,41.03515441,15.206,207.76194300002
566,951,472886.954621,"-2.18071303,Lat","41.03515154,Lon","15.211,Ellh",-2.18071303,41.03515154,15.211,208.014194999996
567,952,472886.969848,"-2.18071278,Lat","41.03515124,Lon","15.226,Ellh",-2.18071278,41.03515124,15.226,208.029421999992
568,953,472886.984459,"-2.18071248,Lat","41.03515108,Lon","15.212,Ellh",-2.18071248,41.03515108,15.212,208.044033000013
569,955,472886.998341,"-2.18071205,Lat","41.03515118,Lon","15.227,Ellh",-2.18071205,41.03515118,15.227,208.057915000012
570,954,472887.013353,"-2.18071180,Lat","41.03515090,Lon","15.228,Ellh",-2.1807118,41.0351509,15.228,208.072927000001
571,960,472888.687937,"-2.18067679,Lat","41.03513127,Lon","15.272,Ellh",-2.18067679,41.03513127,15.272,209.747511000023
572,961,472888.940217,"-2.18067155,Lat","41.03512808,Lon","15.280,Ellh",-2.18067155,41.03512808,15.28,209.999791000038
573,962,472888.955449,"-2.18067130,Lat","41.03512777,Lon","15.295,Ellh",-2.1806713,41.03512777,15.295,210.015023000014
574,963,472888.970066,"-2.18067099,Lat","41.03512760,Lon","15.281,Ellh",-2.18067099,41.0351276,15.281,210.029640000022
575,965,472888.983948,"-2.18067055,Lat","41.03512768,Lon","15.296,Ellh",-2.18067055,41.03512768,15.296,210.043522000022
576,964,472888.99896,"-2.18067031,Lat","41.03512738,Lon","15.297,Ellh",-2.18067031,41.03512738,15.297,210.058534000011
577,970,472890.706871,"-2.18063461,Lat","41.03510731,Lon","15.335,Ellh",-2.18063461,41.03510731,15.335,211.766445000016
578,971,472890.96126,"-2.18062936,Lat","41.03510423,Lon","15.342,Ellh",-2.18062936,41.03510423,15.342,212.020834000024
579,972,472890.976476,"-2.18062911,Lat","41.03510392,Lon","15.357,Ellh",-2.18062911,41.03510392,15.357,212.036049999995
580,973,472890.991098,"-2.18062880,Lat","41.03510375,Lon","15.343,Ellh",-2.1806288,41.03510375,15.343,212.050672000041
581,975,472891.004901,"-2.18062837,Lat","41.03510384,Lon","15.358,Ellh",-2.18062837,41.03510384,15.358,212.064475000021
582,974,472891.020003,"-2.18062813,Lat","41.03510353,Lon","15.358,Ellh",-2.18062813,41.03510353,15.358,212.079576999997
583,980,472892.696591,"-2.18059337,Lat","41.03508407,Lon","15.375,Ellh",-2.18059337,41.03508407,15.375,213.756165000028
584,981,472892.950824,"-2.18058823,Lat","41.03508105,Lon","15.381,Ellh",-2.18058823,41.03508105,15.381,214.010398000013
585,982,472892.966079,"-2.18058799,Lat","41.03508075,Lon","15.396,Ellh",-2.18058799,41.03508075,15.396,214.02565299999
586,983,472892.98069,"-2.18058769,Lat","41.03508058,Lon","15.382,Ellh",-2.18058769,41.03508058,15.382,214.04026400001
587,985,472892.994611,"-2.18058726,Lat","41.03508067,Lon","15.397,Ellh",-2.18058726,41.03508067,15.397,214.054185000015
588,984,472893.009539,"-2.18058702,Lat","41.03508038,Lon","15.398,Ellh",-2.18058702,41.03508038,15.398,214.069113000005
589,990,472894.68621,"-2.18055247,Lat","41.03506121,Lon","15.362,Ellh",-2.18055247,41.03506121,15.362,215.745784000028
590,991,472894.938421,"-2.18054727,Lat","41.03505819,Lon","15.349,Ellh",-2.18054727,41.03505819,15.349,215.997995000042
591,992,472894.953665,"-2.18054703,Lat","41.03505789,Lon","15.363,Ellh",-2.18054703,41.03505789,15.363,216.013238999993
592,993,472894.968282,"-2.18054672,Lat","41.03505773,Lon","15.348,Ellh",-2.18054672,41.03505773,15.348,216.027856000001
593,995,472894.982158,"-2.18054629,Lat","41.03505782,Lon","15.362,Ellh",-2.18054629,41.03505782,15.362,216.041732000012
594,994,472894.997153,"-2.18054605,Lat","41.03505752,Lon","15.361,Ellh",-2.18054605,41.03505752,15.361,216.056726999988
595,1000,472896.171467,"-2.18052637,Lat","41.03504683,Lon","15.319,Ellh",-2.18052637,41.03504683,15.319,217.231040999992
596,1001,472896.42362,"-2.18052614,Lat","41.03504553,Lon","15.313,Ellh",-2.18052614,41.03504553,15.313,217.483194000029
597,1002,472896.438875,"-2.18052632,Lat","41.03504534,Lon","15.327,Ellh",-2.18052632,41.03504534,15.327,217.498449000006
598,1003,472896.453492,"-2.18052636,Lat","41.03504521,Lon","15.311,Ellh",-2.18052636,41.03504521,15.311,217.513066000014
599,1005,472896.467323,"-2.18052613,Lat","41.03504521,Lon","15.325,Ellh",-2.18052613,41.03504521,15.325,217.526897000032
600,1004,472896.482352,"-2.18052631,Lat","41.03504503,Lon","15.325,Ellh",-2.18052631,41.03504503,15.325,217.541926000034
601,1010,472901.594175,"-2.18053259,Lat","41.03493773,Lon","14.524,Ellh",-2.18053259,41.03493773,14.524,222.65374899999
602,1011,472901.84617,"-2.18053449,Lat","41.03493989,Lon","14.457,Ellh",-2.18053449,41.03493989,14.457,222.905743999989
603,1012,472901.861623,"-2.18053469,Lat","41.03494019,Lon","14.469,Ellh",-2.18053469,41.03494019,14.469,222.921197000018
604,1013,472901.87612,"-2.18053483,Lat","41.03494035,Lon","14.451,Ellh",-2.18053483,41.03494035,14.451,222.935693999985
605,1015,472901.890228,"-2.18053486,Lat","41.03494023,Lon","14.463,Ellh",-2.18053486,41.03494023,14.463,222.949802000017
606,1014,472901.904907,"-2.18053505,Lat","41.03494053,Lon","14.460,Ellh",-2.18053505,41.03494053,14.46,222.964481000032
607,1020,472903.613177,"-2.18057019,Lat","41.03496464,Lon","14.280,Ellh",-2.18057019,41.03496464,14.28,224.672751000035
608,1021,472903.865032,"-2.18057624,Lat","41.03496776,Lon","14.296,Ellh",-2.18057624,41.03496776,14.296,224.924606000015
609,1022,472903.880569,"-2.18057654,Lat","41.03496807,Lon","14.312,Ellh",-2.18057654,41.03496807,14.312,224.940142999985
610,1023,472903.895096,"-2.18057688,Lat","41.03496824,Lon","14.297,Ellh",-2.18057688,41.03496824,14.297,224.954670000006
611,1025,472903.909164,"-2.18057736,Lat","41.03496815,Lon","14.313,Ellh",-2.18057736,41.03496815,14.313,224.968738000025
612,1024,472903.923877,"-2.18057764,Lat","41.03496844,Lon","14.314,Ellh",-2.18057764,41.03496844,14.314,224.983451000007
613,1030,472905.598741,"-2.18061496,Lat","41.03498633,Lon","14.577,Ellh",-2.18061496,41.03498633,14.577,226.658315000008
614,1031,472905.852868,"-2.18062008,Lat","41.03498936,Lon","14.621,Ellh",-2.18062008,41.03498936,14.621,226.912442000001
615,1032,472905.868253,"-2.18062032,Lat","41.03498966,Lon","14.639,Ellh",-2.18062032,41.03498966,14.639,226.927827000036
616,1033,472905.882746,"-2.18062061,Lat","41.03498983,Lon","14.626,Ellh",-2.18062061,41.03498983,14.626,226.942320000031
617,1035,472905.896887,"-2.18062104,Lat","41.03498974,Lon","14.643,Ellh",-2.18062104,41.03498974,14.643,226.956461000023
618,1034,472905.911561,"-2.18062127,Lat","41.03499004,Lon","14.646,Ellh",-2.18062127,41.03499004,14.646,226.971135
619,1040,472907.588575,"-2.18065541,Lat","41.03500867,Lon","14.875,Ellh",-2.18065541,41.03500867,14.875,228.648149000015
620,1041,472907.842635,"-2.18066051,Lat","41.03501164,Lon","14.905,Ellh",-2.18066051,41.03501164,14.905,228.902209000022
621,1042,472907.857974,"-2.18066076,Lat","41.03501193,Lon","14.922,Ellh",-2.18066076,41.03501193,14.922,228.917547999998
622,1043,472907.87245,"-2.18066105,Lat","41.03501210,Lon","14.909,Ellh",-2.18066105,41.0350121,14.909,228.932024000038
623,1045,472907.886693,"-2.18066148,Lat","41.03501200,Lon","14.927,Ellh",-2.18066148,41.035012,14.927,228.946266999992
624,1044,472907.901378,"-2.18066171,Lat","41.03501229,Lon","14.929,Ellh",-2.18066171,41.03501229,14.929,228.960951999994
625,1050,472909.611663,"-2.18069687,Lat","41.03503159,Lon","15.126,Ellh",-2.18069687,41.03503159,15.126,230.671237000031
626,1051,472909.865679,"-2.18070192,Lat","41.03503457,Lon","15.141,Ellh",-2.18070192,41.03503457,15.141,230.925252999994
627,1052,472909.880991,"-2.18070216,Lat","41.03503487,Lon","15.157,Ellh",-2.18070216,41.03503487,15.157,230.940564999997
628,1053,472909.895449,"-2.18070244,Lat","41.03503503,Lon","15.143,Ellh",-2.18070244,41.03503503,15.143,230.955023000017
629,1055,472909.909727,"-2.18070287,Lat","41.03503494,Lon","15.159,Ellh",-2.18070287,41.03503494,15.159,230.969301000005
630,1054,472909.924389,"-2.18070309,Lat","41.03503523,Lon","15.160,Ellh",-2.18070309,41.03503523,15.16,230.983963000006
631,1060,472911.599279,"-2.18073748,Lat","41.03505478,Lon","15.258,Ellh",-2.18073748,41.03505478,15.258,232.65885300003
632,1061,472911.853399,"-2.18074275,Lat","41.03505790,Lon","15.283,Ellh",-2.18074275,41.0350579,15.283,232.912973000028
633,1062,472911.868665,"-2.18074301,Lat","41.03505821,Lon","15.299,Ellh",-2.18074301,41.03505821,15.299,232.92823900003
634,1063,472911.88309,"-2.18074331,Lat","41.03505838,Lon","15.286,Ellh",-2.18074331,41.03505838,15.286,232.942664000031
635,1065,472911.897469,"-2.18074376,Lat","41.03505830,Lon","15.302,Ellh",-2.18074376,41.0350583,15.302,232.957043000031
636,1064,472911.912165,"-2.18074400,Lat","41.03505860,Lon","15.303,Ellh",-2.180744,41.0350586,15.303,232.971739000001
637,1070,472913.589089,"-2.18077928,Lat","41.03507850,Lon","15.487,Ellh",-2.18077928,41.0350785,15.487,234.648663000029
638,1071,472913.841076,"-2.18078448,Lat","41.03508167,Lon","15.513,Ellh",-2.18078448,41.03508167,15.513,234.900650000025
639,1072,472913.856404,"-2.18078473,Lat","41.03508198,Lon","15.529,Ellh",-2.18078473,41.03508198,15.529,234.915978000034
640,1073,472913.870834,"-2.18078504,Lat","41.03508215,Lon","15.515,Ellh",-2.18078504,41.03508215,15.515,234.930408000015
641,1075,472913.885151,"-2.18078548,Lat","41.03508207,Lon","15.531,Ellh",-2.18078548,41.03508207,15.531,234.944725000008
642,1074,472913.89987,"-2.18078572,Lat","41.03508238,Lon","15.532,Ellh",-2.18078572,41.03508238,15.532,234.959444000036
643,1080,472915.608056,"-2.18082095,Lat","41.03510144,Lon","15.564,Ellh",-2.18082095,41.03510144,15.564,236.66763000004
644,1081,472915.859982,"-2.18082612,Lat","41.03510439,Lon","15.563,Ellh",-2.18082612,41.03510439,15.563,236.919556000037
645,1082,472915.875356,"-2.18082636,Lat","41.03510469,Lon","15.578,Ellh",-2.18082636,41.03510469,15.578,236.934929999989
646,1083,472915.889848,"-2.18082666,Lat","41.03510486,Lon","15.563,Ellh",-2.18082666,41.03510486,15.563,236.949422000034
647,1085,472915.904058,"-2.18082709,Lat","41.03510477,Lon","15.577,Ellh",-2.18082709,41.03510477,15.577,236.963632000028
648,1084,472915.918708,"-2.18082732,Lat","41.03510506,Lon","15.577,Ellh",-2.18082732,41.03510506,15.577,236.978281999996
649,1090,472917.593649,"-2.18086169,Lat","41.03512416,Lon","15.520,Ellh",-2.18086169,41.03512416,15.52,238.653223000001
650,1091,472917.845601,"-2.18086669,Lat","41.03512717,Lon","15.517,Ellh",-2.18086669,41.03512717,15.517,238.905175000022
651,1092,472917.860952,"-2.18086693,Lat","41.03512747,Lon","15.531,Ellh",-2.18086693,41.03512747,15.531,238.920526000031
652,1093,472917.875473,"-2.18086722,Lat","41.03512763,Lon","15.516,Ellh",-2.18086722,41.03512763,15.516,238.935047000006
653,1095,472917.889654,"-2.18086765,Lat","41.03512754,Lon","15.530,Ellh",-2.18086765,41.03512754,15.53,238.949228000012
654,1094,472917.904338,"-2.18086788,Lat","41.03512783,Lon","15.530,Ellh",-2.18086788,41.03512783,15.53,238.963912000007
655,1100,472919.583341,"-2.18090238,Lat","41.03514654,Lon","15.402,Ellh",-2.18090238,41.03514654,15.402,240.642915000033
656,1101,472919.837371,"-2.18090755,Lat","41.03514958,Lon","15.384,Ellh",-2.18090755,41.03514958,15.384,240.896944999986
657,1102,472919.852705,"-2.18090780,Lat","41.03514988,Lon","15.399,Ellh",-2.1809078,41.03514988,15.399,240.91227900004
658,1103,472919.867271,"-2.18090810,Lat","41.03515005,Lon","15.383,Ellh",-2.1809081,41.03515005,15.383,240.926845000009
659,1105,472919.88139,"-2.18090853,Lat","41.03514996,Lon","15.398,Ellh",-2.18090853,41.03514996,15.398,240.940964000009
660,1104,472919.896182,"-2.18090877,Lat","41.03515026,Lon","15.398,Ellh",-2.18090877,41.03515026,15.398,240.95575600001
661,1110,472921.606345,"-2.18094447,Lat","41.03517054,Lon","15.383,Ellh",-2.18094447,41.03517054,15.383,242.665918999992
662,1111,472921.86046,"-2.18094964,Lat","41.03517359,Lon","15.394,Ellh",-2.18094964,41.03517359,15.394,242.92003400001
663,1112,472921.875749,"-2.18094989,Lat","41.03517389,Lon","15.409,Ellh",-2.18094989,41.03517389,15.409,242.935323000012
664,1113,472921.890331,"-2.18095019,Lat","41.03517406,Lon","15.394,Ellh",-2.18095019,41.03517406,15.394,242.949904999987
665,1115,472921.9044,"-2.18095062,Lat","41.03517397,Lon","15.410,Ellh",-2.18095062,41.03517397,15.41,242.963974000013
666,1114,472921.919248,"-2.18095086,Lat","41.03517427,Lon","15.410,Ellh",-2.18095086,41.03517427,15.41,242.978822000034
