fid,id,timestamp,lat_raw,lon_raw,alt_raw,lat,lon,altitude,t_rel_sec
1635,2732,473257.212662,"-2.18140378,Lat","41.03489191,Lon","13.436,Ellh",-2.18140378,41.03489191,13.436,578.27223599999
1636,2733,473257.227256,"-2.18140348,Lat","41.03489174,Lon","13.421,Ellh",-2.18140348,41.03489174,13.421,578.286829999997
1637,2735,473257.24124,"-2.18140304,Lat","41.03489182,Lon","13.436,Ellh",-2.18140304,41.03489182,13.436,578.300814000017
1638,2734,473257.256037,"-2.18140280,Lat","41.03489152,Lon","13.436,Ellh",-2.1814028,41.03489152,13.436,578.315610999998
1639,2740,473258.966216,"-2.18136719,Lat","41.03487176,Lon","13.411,Ellh",-2.18136719,41.03487176,13.411,580.025789999985
1640,2741,473259.220256,"-2.18136195,Lat","41.03486878,Lon","13.418,Ellh",-2.18136195,41.03486878,13.418,580.279830000014
1641,2742,473259.235601,"-2.18136170,Lat","41.03486849,Lon","13.433,Ellh",-2.1813617,41.03486849,13.433,580.295175000036
1642,2743,473259.250212,"-2.18136139,Lat","41.03486832,Lon","13.418,Ellh",-2.18136139,41.03486832,13.418,580.309785999998
1643,2745,473259.264252,"-2.18136096,Lat","41.03486842,Lon","13.432,Ellh",-2.18136096,41.03486842,13.432,580.323826000036
1644,2744,473259.278948,"-2.18136072,Lat","41.03486813,Lon","13.432,Ellh",-2.18136072,41.03486813,13.432,580.338522000005
1645,2750,473260.955872,"-2.18132681,Lat","41.03484904,Lon","13.419,Ellh",-2.18132681,41.03484904,13.419,582.015446000034
1646,2751,473261.207876,"-2.18132180,Lat","41.03484593,Lon","13.413,Ellh",-2.1813218,41.03484593,13.413,582.267449999985
1647,2752,473261.223216,"-2.18132155,Lat","41.03484562,Lon","13.427,Ellh",-2.18132155,41.03484562,13.427,582.282790000027
1648,2753,473261.237833,"-2.18132125,Lat","41.03484545,Lon","13.412,Ellh",-2.18132125,41.03484545,13.412,582.297407000035
1649,2755,473261.251878,"-2.18132082,Lat","41.03484553,Lon","13.427,Ellh",-2.18132082,41.03484553,13.427,582.311451999994
1650,2754,473261.266597,"-2.18132059,Lat","41.03484523,Lon","13.427,Ellh",-2.18132059,41.03484523,13.427,582.326171000022
1651,2760,473262.974813,"-2.18128510,Lat","41.03482511,Lon","13.427,Ellh",-2.1812851,41.03482511,13.427,584.034387000022
1652,2761,473263.226752,"-2.18127994,Lat","41.03482199,Lon","13.418,Ellh",-2.18127994,41.03482199,13.418,584.286326000001
1653,2762,473263.242103,"-2.18127969,Lat","41.03482168,Lon","13.433,Ellh",-2.18127969,41.03482168,13.433,584.30167700001
1654,2763,473263.256708,"-2.18127938,Lat","41.03482151,Lon","13.417,Ellh",-2.18127938,41.03482151,13.417,584.316281999985
1655,2765,473263.270794,"-2.18127895,Lat","41.03482160,Lon","13.432,Ellh",-2.18127895,41.0348216,13.432,584.330368000024
1656,2764,473263.285438,"-2.18127872,Lat","41.03482130,Lon","13.431,Ellh",-2.18127872,41.0348213,13.431,584.345012000005
1657,2770,473264.962372,"-2.18124364,Lat","41.03480130,Lon","13.364,Ellh",-2.18124364,41.0348013,13.364,586.021945999993
1658,2771,473265.214472,"-2.18123843,Lat","41.03479817,Lon","13.362,Ellh",-2.18123843,41.03479817,13.362,586.274046000035
1659,2772,473265.229823,"-2.18123818,Lat","41.03479786,Lon","13.377,Ellh",-2.18123818,41.03479786,13.377,586.289396999986
1660,2773,473265.244423,"-2.18123787,Lat","41.03479769,Lon","13.363,Ellh",-2.18123787,41.03479769,13.363,586.303997000039
1661,2775,473265.258457,"-2.18123744,Lat","41.03479777,Lon","13.378,Ellh",-2.18123744,41.03479777,13.378,586.318031000032
1662,2774,473265.273164,"-2.18123720,Lat","41.03479747,Lon","13.378,Ellh",-2.1812372,41.03479747,13.378,586.332738000026
1663,2780,473266.964555,"-2.18120168,Lat","41.03477785,Lon","13.359,Ellh",-2.18120168,41.03477785,13.359,588.024129000027
1664,2781,473267.216519,"-2.18119647,Lat","41.03477472,Lon","13.360,Ellh",-2.18119647,41.03477472,13.36,588.276093000022
1665,2782,473267.231893,"-2.18119622,Lat","41.03477441,Lon","13.375,Ellh",-2.18119622,41.03477441,13.375,588.291467000032
1666,2783,473267.246487,"-2.18119591,Lat","41.03477423,Lon","13.360,Ellh",-2.18119591,41.03477423,13.36,588.306061000039
1667,2785,473267.260532,"-2.18119548,Lat","41.03477432,Lon","13.375,Ellh",-2.18119548,41.03477432,13.375,588.320105999999
1668,2784,473267.275268,"-2.18119524,Lat","41.03477401,Lon","13.375,Ellh",-2.18119524,41.03477401,13.375,588.33484200004
1669,2790,473268.952168,"-2.18116017,Lat","41.03475421,Lon","13.390,Ellh",-2.18116017,41.03475421,13.39,590.011742000002
1670,2791,473269.206291,"-2.18115491,Lat","41.03475117,Lon","13.388,Ellh",-2.18115491,41.03475117,13.388,590.265865000023
1671,2792,473269.221642,"-2.18115466,Lat","41.03475087,Lon","13.403,Ellh",-2.18115466,41.03475087,13.403,590.281216000032
1672,2793,473269.236236,"-2.18115436,Lat","41.03475071,Lon","13.388,Ellh",-2.18115436,41.03475071,13.388,590.29581000004
1673,2795,473269.250281,"-2.18115392,Lat","41.03475080,Lon","13.403,Ellh",-2.18115392,41.0347508,13.403,590.309855
1674,2794,473269.264988,"-2.18115368,Lat","41.03475051,Lon","13.403,Ellh",-2.18115368,41.03475051,13.403,590.324561999994
1675,2800,473270.975238,"-2.18111823,Lat","41.03473106,Lon","13.378,Ellh",-2.18111823,41.03473106,13.378,592.034811999998
1676,2801,473271.229273,"-2.18111301,Lat","41.03472800,Lon","13.379,Ellh",-2.18111301,41.034728,13.379,592.288846999989
1677,2802,473271.244664,"-2.18111276,Lat","41.03472769,Lon","13.394,Ellh",-2.18111276,41.03472769,13.394,592.304238000012
1678,2803,473271.259252,"-2.18111245,Lat","41.03472753,Lon","13.379,Ellh",-2.18111245,41.03472753,13.379,592.318826000032
1679,2805,473271.273337,"-2.18111201,Lat","41.03472762,Lon","13.394,Ellh",-2.18111201,41.03472762,13.394,592.332911000005
1680,2804,473271.287982,"-2.18111177,Lat","41.03472732,Lon","13.395,Ellh",-2.18111177,41.03472732,13.395,592.347555999993
1681,2810,473272.96491,"-2.18107673,Lat","41.03470765,Lon","13.383,Ellh",-2.18107673,41.03470765,13.383,594.024483999994
1682,2811,473273.21685,"-2.18107153,Lat","41.03470456,Lon","13.380,Ellh",-2.18107153,41.03470456,13.38,594.27642400004
1683,2812,473273.232207,"-2.18107128,Lat","41.03470425,Lon","13.394,Ellh",-2.18107128,41.03470425,13.394,594.291781000036
1684,2813,473273.246795,"-2.18107098,Lat","41.03470408,Lon","13.379,Ellh",-2.18107098,41.03470408,13.379,594.306368999998
1685,2815,473273.260886,"-2.18107054,Lat","41.03470417,Lon","13.394,Ellh",-2.18107054,41.03470417,13.394,594.320460000017
1686,2814,473273.275531,"-2.18107030,Lat","41.03470387,Lon","13.393,Ellh",-2.1810703,41.03470387,13.393,594.335105000006
1687,2820,473274.950393,"-2.18103535,Lat","41.03468443,Lon","13.340,Ellh",-2.18103535,41.03468443,13.34,596.009966999991
1688,2821,473275.202388,"-2.18103009,Lat","41.03468134,Lon","13.338,Ellh",-2.18103009,41.03468134,13.338,596.26196199999
1689,2822,473275.21775,"-2.18102984,Lat","41.03468104,Lon","13.353,Ellh",-2.18102984,41.03468104,13.353,596.277324000024
1690,2823,473275.232344,"-2.18102953,Lat","41.03468087,Lon","13.338,Ellh",-2.18102953,41.03468087,13.338,596.291918000032
1691,2825,473275.246384,"-2.18102910,Lat","41.03468095,Lon","13.353,Ellh",-2.1810291,41.03468095,13.353,596.305958000012
1692,2824,473275.261085,"-2.18102886,Lat","41.03468066,Lon","13.354,Ellh",-2.18102886,41.03468066,13.354,596.320659000019
1693,2830,473276.973418,"-2.18099347,Lat","41.03466118,Lon","13.343,Ellh",-2.18099347,41.03466118,13.343,598.032991999993
1694,2831,473277.225411,"-2.18098833,Lat","41.03465812,Lon","13.342,Ellh",-2.18098833,41.03465812,13.342,598.284985000035
1695,2832,473277.240728,"-2.18098808,Lat","41.03465782,Lon","13.357,Ellh",-2.18098808,41.03465782,13.357,598.300302000018
1696,2833,473277.255322,"-2.18098778,Lat","41.03465766,Lon","13.342,Ellh",-2.18098778,41.03465766,13.342,598.314896000025
1697,2835,473277.269323,"-2.18098735,Lat","41.03465775,Lon","13.357,Ellh",-2.18098735,41.03465775,13.357,598.328896999999
1698,2834,473277.28412,"-2.18098711,Lat","41.03465745,Lon","13.358,Ellh",-2.18098711,41.03465745,13.358,598.343694000039
1699,2840,473278.960962,"-2.18095238,Lat","41.03463815,Lon","13.326,Ellh",-2.18095238,41.03463815,13.326,600.020536000025
1700,2841,473279.215099,"-2.18094721,Lat","41.03463506,Lon","13.321,Ellh",-2.18094721,41.03463506,13.321,600.274673000036
1701,2842,473279.230433,"-2.18094697,Lat","41.03463476,Lon","13.335,Ellh",-2.18094697,41.03463476,13.335,600.290007000032
1702,2843,473279.245032,"-2.18094666,Lat","41.03463459,Lon","13.320,Ellh",-2.18094666,41.03463459,13.32,600.30460600002
1703,2845,473279.259028,"-2.18094623,Lat","41.03463467,Lon","13.335,Ellh",-2.18094623,41.03463467,13.335,600.318602000014
1704,2844,473279.273819,"-2.18094599,Lat","41.03463437,Lon","13.335,Ellh",-2.18094599,41.03463437,13.335,600.333393000008
1705,2850,473280.950681,"-2.18091136,Lat","41.03461489,Lon","13.324,Ellh",-2.18091136,41.03461489,13.324,602.01025500003
1706,2851,473281.202799,"-2.18090633,Lat","41.03461181,Lon","13.324,Ellh",-2.18090633,41.03461181,13.324,602.262373000034
1707,2852,473281.218139,"-2.18090609,Lat","41.03461151,Lon","13.339,Ellh",-2.18090609,41.03461151,13.339,602.277713000018
1708,2853,473281.232744,"-2.18090580,Lat","41.03461134,Lon","13.324,Ellh",-2.1809058,41.03461134,13.324,602.292317999993
1709,2855,473281.246796,"-2.18090537,Lat","41.03461143,Lon","13.338,Ellh",-2.18090537,41.03461143,13.338,602.306370000006
1710,2854,473281.261503,"-2.18090514,Lat","41.03461114,Lon","13.338,Ellh",-2.18090514,41.03461114,13.338,602.321077000001
1711,2860,473282.973824,"-2.18086960,Lat","41.03459208,Lon","13.312,Ellh",-2.1808696,41.03459208,13.312,604.033398
1712,2861,473283.227944,"-2.18086440,Lat","41.03458922,Lon","13.308,Ellh",-2.1808644,41.03458922,13.308,604.287517999997
1713,2862,473283.243312,"-2.18086415,Lat","41.03458892,Lon","13.323,Ellh",-2.18086415,41.03458892,13.323,604.302886000019
1714,2863,473283.2579,"-2.18086385,Lat","41.03458877,Lon","13.308,Ellh",-2.18086385,41.03458877,13.308,604.31747400004
1715,2865,473283.272003,"-2.18086342,Lat","41.03458886,Lon","13.322,Ellh",-2.18086342,41.03458886,13.322,604.331577000034
1716,2864,473283.286647,"-2.18086318,Lat","41.03458858,Lon","13.322,Ellh",-2.18086318,41.03458858,13.322,604.346221000014
1717,2870,473284.963581,"-2.18082821,Lat","41.03457015,Lon","13.282,Ellh",-2.18082821,41.03457015,13.282,606.023155000003
1718,2871,473285.215658,"-2.18082307,Lat","41.03456711,Lon","13.282,Ellh",-2.18082307,41.03456711,13.282,606.275231999985
1719,2872,473285.231071,"-2.18082282,Lat","41.03456680,Lon","13.297,Ellh",-2.18082282,41.0345668,13.297,606.290645000001
1720,2873,473285.245642,"-2.18082251,Lat","41.03456663,Lon","13.282,Ellh",-2.18082251,41.03456663,13.282,606.305216000008
1721,2875,473285.259762,"-2.18082208,Lat","41.03456671,Lon","13.297,Ellh",-2.18082208,41.03456671,13.297,606.319336000015
1722,2874,473285.274435,"-2.18082184,Lat","41.03456641,Lon","13.297,Ellh",-2.18082184,41.03456641,13.297,606.334009000042
1723,2880,473286.951378,"-2.18078676,Lat","41.03454686,Lon","13.296,Ellh",-2.18078676,41.03454686,13.296,608.010952000041
1724,2881,473287.203475,"-2.18078291,Lat","41.03454459,Lon","13.296,Ellh",-2.18078291,41.03454459,13.296,608.263049000001
1725,2882,473287.218877,"-2.18078284,Lat","41.03454439,Lon","13.311,Ellh",-2.18078284,41.03454439,13.311,608.278450999991
1726,2883,473287.233437,"-2.18078270,Lat","41.03454432,Lon","13.297,Ellh",-2.1807827,41.03454432,13.297,608.293011000031
1727,2885,473287.247551,"-2.18078242,Lat","41.03454449,Lon","13.312,Ellh",-2.18078242,41.03454449,13.312,608.307124999992
1728,2884,473287.262229,"-2.18078236,Lat","41.03454430,Lon","13.313,Ellh",-2.18078236,41.0345443,13.313,608.321802999999
1729,2890,473287.671819,"-2.18077988,Lat","41.03454324,Lon","13.313,Ellh",-2.18077988,41.03454324,13.313,608.731392999995
1730,2891,473287.926023,"-2.18078031,Lat","41.03454351,Lon","13.314,Ellh",-2.18078031,41.03454351,13.314,608.985596999992
1731,2892,473287.941396,"-2.18078050,Lat","41.03454354,Lon","13.328,Ellh",-2.1807805,41.03454354,13.328,609.000969999994
1732,2893,473287.955968,"-2.18078055,Lat","41.03454357,Lon","13.313,Ellh",-2.18078055,41.03454357,13.313,609.015542000008
1733,2895,473287.97007,"-2.18078031,Lat","41.03454362,Lon","13.328,Ellh",-2.18078031,41.03454362,13.328,609.029643999995
1734,2894,473287.984704,"-2.18078050,Lat","41.03454365,Lon","13.328,Ellh",-2.1807805,41.03454365,13.328,609.044278000016
1735,2900,473297.565852,"-2.18100128,Lat","41.03455343,Lon","13.466,Ellh",-2.18100128,41.03455343,13.466,618.625426000042
1736,2901,473297.81994,"-2.18100397,Lat","41.03455569,Lon","13.452,Ellh",-2.18100397,41.03455569,13.452,618.879514000029
1737,2902,473297.835308,"-2.18100416,Lat","41.03455602,Lon","13.468,Ellh",-2.18100416,41.03455602,13.468,618.894881999993
1738,2903,473297.849845,"-2.18100437,Lat","41.03455620,Lon","13.453,Ellh",-2.18100437,41.0345562,13.453,618.909419000032
1739,2905,473297.864032,"-2.18100468,Lat","41.03455611,Lon","13.468,Ellh",-2.18100468,41.03455611,13.468,618.923606000026
1740,2904,473297.878751,"-2.18100485,Lat","41.03455643,Lon","13.469,Ellh",-2.18100485,41.03455643,13.469,618.938324999996
1741,2910,473299.589011,"-2.18103958,Lat","41.03457898,Lon","13.582,Ellh",-2.18103958,41.03457898,13.582,620.648585000017
1742,2911,473299.843115,"-2.18104490,Lat","41.03458205,Lon","13.584,Ellh",-2.1810449,41.03458205,13.584,620.90268900001
1743,2912,473299.858314,"-2.18104515,Lat","41.03458235,Lon","13.599,Ellh",-2.18104515,41.03458235,13.599,620.917888000025
1744,2913,473299.872806,"-2.18104545,Lat","41.03458251,Lon","13.584,Ellh",-2.18104545,41.03458251,13.584,620.932380000013
1745,2915,473299.887191,"-2.18104589,Lat","41.03458242,Lon","13.599,Ellh",-2.18104589,41.03458242,13.599,620.946765000001
1746,2914,473299.901853,"-2.18104613,Lat","41.03458272,Lon","13.598,Ellh",-2.18104613,41.03458272,13.598,620.961427000002
1747,2920,473301.578778,"-2.18108125,Lat","41.03460137,Lon","13.567,Ellh",-2.18108125,41.03460137,13.567,622.638352000038
1748,2921,473301.832995,"-2.18108647,Lat","41.03460445,Lon","13.563,Ellh",-2.18108647,41.03460445,13.563,622.892569000018
1749,2922,473301.848177,"-2.18108671,Lat","41.03460475,Lon","13.578,Ellh",-2.18108671,41.03460475,13.578,622.907751000021
1750,2923,473301.862652,"-2.18108701,Lat","41.03460492,Lon","13.563,Ellh",-2.18108701,41.03460492,13.563,622.922225999995
1751,2925,473301.87706,"-2.18108745,Lat","41.03460483,Lon","13.578,Ellh",-2.18108745,41.03460483,13.578,622.936634000042
1752,2924,473301.891772,"-2.18108768,Lat","41.03460513,Lon","13.578,Ellh",-2.18108768,41.03460513,13.578,622.951346000016
1753,2930,473303.566601,"-2.18112263,Lat","41.03462428,Lon","13.553,Ellh",-2.18112263,41.03462428,13.553,624.626175000041
1754,2931,473303.820771,"-2.18112793,Lat","41.03462728,Lon","13.568,Ellh",-2.18112793,41.03462728,13.568,624.880345000012
1755,2932,473303.835981,"-2.18112818,Lat","41.03462759,Lon","13.583,Ellh",-2.18112818,41.03462759,13.583,624.895554999996
1756,2933,473303.850411,"-2.18112849,Lat","41.03462776,Lon","13.569,Ellh",-2.18112849,41.03462776,13.569,624.909985000035
1757,2935,473303.86483,"-2.18112894,Lat","41.03462768,Lon","13.584,Ellh",-2.18112894,41.03462768,13.584,624.92440399999
1758,2934,473303.879577,"-2.18112918,Lat","41.03462798,Lon","13.585,Ellh",-2.18112918,41.03462798,13.585,624.939150999999
1759,2940,473305.589837,"-2.18116485,Lat","41.03464744,Lon","13.670,Ellh",-2.18116485,41.03464744,13.67,626.64941100002
1760,2941,473305.843976,"-2.18116998,Lat","41.03465041,Lon","13.675,Ellh",-2.18116998,41.03465041,13.675,626.903549999988
1761,2942,473305.859191,"-2.18117022,Lat","41.03465071,Lon","13.689,Ellh",-2.18117022,41.03465071,13.689,626.918765000009
1762,2943,473305.873565,"-2.18117052,Lat","41.03465087,Lon","13.674,Ellh",-2.18117052,41.03465087,13.674,626.93313900003
1763,2945,473305.888018,"-2.18117095,Lat","41.03465078,Lon","13.689,Ellh",-2.18117095,41.03465078,13.689,626.947592000011
1764,2944,473305.90273,"-2.18117119,Lat","41.03465108,Lon","13.688,Ellh",-2.18117119,41.03465108,13.688,626.962303999986
1765,2950,473307.579665,"-2.18120587,Lat","41.03467001,Lon","13.626,Ellh",-2.18120587,41.03467001,13.626,628.63923900004
1766,2951,473307.833723,"-2.18121103,Lat","41.03467308,Lon","13.617,Ellh",-2.18121103,41.03467308,13.617,628.893297000031
1767,2952,473307.848955,"-2.18121127,Lat","41.03467338,Lon","13.632,Ellh",-2.18121127,41.03467338,13.632,628.908529000008
1768,2953,473307.863312,"-2.18121157,Lat","41.03467355,Lon","13.617,Ellh",-2.18121157,41.03467355,13.617,628.922886000015
1769,2955,473307.877776,"-2.18121201,Lat","41.03467347,Lon","13.632,Ellh",-2.18121201,41.03467347,13.632,628.937350000022
1770,2954,473307.892539,"-2.18121225,Lat","41.03467377,Lon","13.632,Ellh",-2.18121225,41.03467377,13.632,628.952113000036
1771,2960,473309.569429,"-2.18124724,Lat","41.03469338,Lon","13.588,Ellh",-2.18124724,41.03469338,13.588,630.629003000038
1772,2961,473309.821441,"-2.18125250,Lat","41.03469649,Lon","13.591,Ellh",-2.1812525,41.03469649,13.591,630.881014999992
1773,2962,473309.836617,"-2.18125275,Lat","41.03469679,Lon","13.607,Ellh",-2.18125275,41.03469679,13.607,630.896191000007
1774,2963,473309.85103,"-2.18125306,Lat","41.03469696,Lon","13.592,Ellh",-2.18125306,41.03469696,13.592,630.910604000033
1775,2965,473309.865477,"-2.18125350,Lat","41.03469688,Lon","13.607,Ellh",-2.1812535,41.03469688,13.607,630.925051000027
1776,2964,473309.880184,"-2.18125374,Lat","41.03469718,Lon","13.608,Ellh",-2.18125374,41.03469718,13.608,630.939758000022
1777,2970,473311.590452,"-2.18128946,Lat","41.03471758,Lon","13.656,Ellh",-2.18128946,41.03471758,13.656,632.650025999988
1778,2971,473311.844659,"-2.18129465,Lat","41.03472068,Lon","13.660,Ellh",-2.18129465,41.03472068,13.66,632.904233000008
1779,2972,473311.859818,"-2.18129490,Lat","41.03472098,Lon","13.675,Ellh",-2.1812949,41.03472098,13.675,632.919392000011
1780,2973,473311.87422,"-2.18129520,Lat","41.03472115,Lon","13.660,Ellh",-2.1812952,41.03472115,13.66,632.933794000011
1781,2975,473311.888701,"-2.18129564,Lat","41.03472107,Lon","13.676,Ellh",-2.18129564,41.03472107,13.676,632.948275000032
1782,2974,473311.903419,"-2.18129587,Lat","41.03472137,Lon","13.676,Ellh",-2.18129587,41.03472137,13.676,632.962992999994
1783,2980,473313.580335,"-2.18133084,Lat","41.03474096,Lon","13.715,Ellh",-2.18133084,41.03474096,13.715,634.63990900002
1784,2981,473313.83452,"-2.18133616,Lat","41.03474397,Lon","13.725,Ellh",-2.18133616,41.03474397,13.725,634.894093999988
1785,2982,473313.849679,"-2.18133641,Lat","41.03474427,Lon","13.741,Ellh",-2.18133641,41.03474427,13.741,634.909252999991
1786,2983,473313.864126,"-2.18133672,Lat","41.03474443,Lon","13.727,Ellh",-2.18133672,41.03474443,13.727,634.923699999985
1787,2985,473313.87859,"-2.18133717,Lat","41.03474434,Lon","13.743,Ellh",-2.18133717,41.03474434,13.743,634.938163999992
1788,2984,473313.893263,"-2.18133741,Lat","41.03474463,Lon","13.744,Ellh",-2.18133741,41.03474463,13.744,634.952837000019
1789,2990,473315.570174,"-2.18137230,Lat","41.03476283,Lon","13.772,Ellh",-2.1813723,41.03476283,13.772,636.629748000007
1790,2991,473315.822199,"-2.18137744,Lat","41.03476585,Lon","13.778,Ellh",-2.18137744,41.03476585,13.778,636.881773000001
1791,2992,473315.83742,"-2.18137768,Lat","41.03476615,Lon","13.793,Ellh",-2.18137768,41.03476615,13.793,636.89699400001
1792,2993,473315.851884,"-2.18137798,Lat","41.03476631,Lon","13.778,Ellh",-2.18137798,41.03476631,13.778,636.911458000017
1793,2995,473315.866258,"-2.18137842,Lat","41.03476622,Lon","13.793,Ellh",-2.18137842,41.03476622,13.793,636.925832000037
1794,2994,473315.880982,"-2.18137865,Lat","41.03476652,Lon","13.794,Ellh",-2.18137865,41.03476652,13.794,636.940555999987
1795,3000,473317.589138,"-2.18141413,Lat","41.03478606,Lon","13.696,Ellh",-2.18141413,41.03478606,13.696,638.648711999995
1796,3001,473317.841139,"-2.18141928,Lat","41.03478910,Lon","13.679,Ellh",-2.18141928,41.0347891,13.679,638.900713000039
1797,3002,473317.856298,"-2.18141953,Lat","41.03478941,Lon","13.693,Ellh",-2.18141953,41.03478941,13.693,638.915872000041
1798,3003,473317.870734,"-2.18141983,Lat","41.03478958,Lon","13.677,Ellh",-2.18141983,41.03478958,13.677,638.93030800001
1799,3005,473317.885198,"-2.18142027,Lat","41.03478950,Lon","13.690,Ellh",-2.18142027,41.0347895,13.69,638.944772000017
1800,3004,473317.899882,"-2.18142050,Lat","41.03478981,Lon","13.689,Ellh",-2.1814205,41.03478981,13.689,638.959456000011
1801,3010,473319.576822,"-2.18145583,Lat","41.03480954,Lon","13.616,Ellh",-2.18145583,41.03480954,13.616,640.636395999987
1802,3011,473319.828958,"-2.18146102,Lat","41.03481267,Lon","13.612,Ellh",-2.18146102,41.03481267,13.612,640.888532000012
1803,3012,473319.844168,"-2.18146126,Lat","41.03481298,Lon","13.627,Ellh",-2.18146126,41.03481298,13.627,640.903741999995
1804,3013,473319.858581,"-2.18146156,Lat","41.03481315,Lon","13.612,Ellh",-2.18146156,41.03481315,13.612,640.918155000021
1805,3015,473319.873011,"-2.18146200,Lat","41.03481307,Lon","13.627,Ellh",-2.181462,41.03481307,13.627,640.932585000002
1806,3014,473319.887701,"-2.18146223,Lat","41.03481337,Lon","13.627,Ellh",-2.18146223,41.03481337,13.627,640.947275000042
1807,3020,473321.564612,"-2.18149733,Lat","41.03483327,Lon","13.631,Ellh",-2.18149733,41.03483327,13.631,642.62418600003
1808,3021,473321.818781,"-2.18150261,Lat","41.03483638,Lon","13.646,Ellh",-2.18150261,41.03483638,13.646,642.878354999993
1809,3022,473321.834087,"-2.18150287,Lat","41.03483668,Lon","13.663,Ellh",-2.18150287,41.03483668,13.663,642.893661000009
1810,3023,473321.848489,"-2.18150317,Lat","41.03483685,Lon","13.649,Ellh",-2.18150317,41.03483685,13.649,642.90806300001
1811,3025,473321.862862,"-2.18150361,Lat","41.03483676,Lon","13.665,Ellh",-2.18150361,41.03483676,13.665,642.922436000023
1812,3024,473321.877541,"-2.18150385,Lat","41.03483706,Lon","13.666,Ellh",-2.18150385,41.03483706,13.666,642.937115000037
1813,3030,473323.587811,"-2.18153953,Lat","41.03485644,Lon","13.733,Ellh",-2.18153953,41.03485644,13.733,644.647385000018
1814,3031,473323.839807,"-2.18154467,Lat","41.03485943,Lon","13.724,Ellh",-2.18154467,41.03485943,13.724,644.899381000025
1815,3032,473323.855186,"-2.18154491,Lat","41.03485974,Lon","13.738,Ellh",-2.18154491,41.03485974,13.738,644.914760000014
1816,3033,473323.869594,"-2.18154521,Lat","41.03485991,Lon","13.722,Ellh",-2.18154521,41.03485991,13.722,644.929168000002
1817,3035,473323.88386,"-2.18154565,Lat","41.03485983,Lon","13.736,Ellh",-2.18154565,41.03485983,13.736,644.943434000015
1818,3034,473323.898629,"-2.18154588,Lat","41.03486012,Lon","13.735,Ellh",-2.18154588,41.03486012,13.735,644.958203000017
1819,3040,473325.575514,"-2.18158087,Lat","41.03487919,Lon","13.700,Ellh",-2.18158087,41.03487919,13.7,646.635088000039
1820,3041,473325.829738,"-2.18158615,Lat","41.03488225,Lon","13.701,Ellh",-2.18158615,41.03488225,13.701,646.889312000014
1821,3042,473325.844993,"-2.18158640,Lat","41.03488255,Lon","13.716,Ellh",-2.1815864,41.03488255,13.716,646.90456699999
1822,3043,473325.859384,"-2.18158670,Lat","41.03488271,Lon","13.702,Ellh",-2.1815867,41.03488271,13.702,646.918958000024
1823,3045,473325.873763,"-2.18158714,Lat","41.03488263,Lon","13.717,Ellh",-2.18158714,41.03488263,13.717,646.933337000024
1824,3044,473325.888453,"-2.18158737,Lat","41.03488292,Lon","13.717,Ellh",-2.18158737,41.03488292,13.717,646.948027000006
1825,3050,473327.565388,"-2.18162211,Lat","41.03490238,Lon","13.699,Ellh",-2.18162211,41.03490238,13.699,648.624962000002
1826,3051,473327.819479,"-2.18162730,Lat","41.03490550,Lon","13.689,Ellh",-2.1816273,41.0349055,13.689,648.879053000011
1827,3052,473327.834666,"-2.18162754,Lat","41.03490580,Lon","13.705,Ellh",-2.18162754,41.0349058,13.705,648.894239999994
1828,3053,473327.849046,"-2.18162783,Lat","41.03490597,Lon","13.690,Ellh",-2.18162783,41.03490597,13.69,648.908620000002
1829,3055,473327.863543,"-2.18162827,Lat","41.03490589,Lon","13.705,Ellh",-2.18162827,41.03490589,13.705,648.923117000028
1830,3054,473327.878267,"-2.18162850,Lat","41.03490618,Lon","13.705,Ellh",-2.1816285,41.03490618,13.705,648.937841000035
1831,3060,473329.58852,"-2.18166400,Lat","41.03492638,Lon","13.703,Ellh",-2.181664,41.03492638,13.703,650.648094000004
1832,3061,473329.842633,"-2.18166919,Lat","41.03492963,Lon","13.718,Ellh",-2.18166919,41.03492963,13.718,650.902207000006
1833,3062,473329.85769,"-2.18166943,Lat","41.03492994,Lon","13.733,Ellh",-2.18166943,41.03492994,13.733,650.917263999989
1834,3063,473329.872109,"-2.18166973,Lat","41.03493011,Lon","13.719,Ellh",-2.18166973,41.03493011,13.719,650.931683000003
1835,3065,473329.886703,"-2.18167018,Lat","41.03493004,Lon","13.735,Ellh",-2.18167018,41.03493004,13.735,650.94627700001
1836,3064,473329.901365,"-2.18167041,Lat","41.03493034,Lon","13.735,Ellh",-2.18167041,41.03493034,13.735,650.960939000011
1837,3070,473331.578309,"-2.18170521,Lat","41.03495010,Lon","13.809,Ellh",-2.18170521,41.0349501,13.809,652.637883000018
1838,3071,473331.830301,"-2.18171035,Lat","41.03495318,Lon","13.817,Ellh",-2.18171035,41.03495318,13.817,652.889874999993
1839,3072,473331.84541,"-2.18171059,Lat","41.03495348,Lon","13.832,Ellh",-2.18171059,41.03495348,13.832,652.904984000023
1840,3073,473331.859862,"-2.18171089,Lat","41.03495365,Lon","13.817,Ellh",-2.18171089,41.03495365,13.817,652.919435999996
1841,3075,473331.874338,"-2.18171134,Lat","41.03495356,Lon","13.832,Ellh",-2.18171134,41.03495356,13.832,652.933912000037
1842,3074,473331.889039,"-2.18171157,Lat","41.03495385,Lon","13.832,Ellh",-2.18171157,41.03495385,13.832,652.948612999986
