filename,MRK_Lat,MRK_Lon,Center_Lat,Center_Lon,TL_Lat,TL_Lon,TR_Lat,TR_Lon,BL_Lat,BL_Lon,BR_Lat,BR_Lon
DJI_1600.JPG,-2.18066291,41.03490857,-2.1807060549117465,41.03498690169523,-2.1807645458194744,41.03486325473081,-2.1805704329811006,41.03497048843156,-2.180896794757518,41.035102996886415,-2.1807026819191444,41.03521023058717
DJI_1610.JPG,-2.180622000008278,41.03488555000466,-2.1806653627462054,41.03496363121671,-2.180723348265257,41.034839937982326,-2.1805298567046116,41.03494771204882,-2.180856263627962,41.03507891281247,-2.1806627720673166,41.035186686878966
DJI_1620.JPG,-2.180580810010663,41.03486225000616,-2.1806240609342513,41.0349404510062,-2.1806822949875877,41.03481678939019,-2.1804885062947803,41.03492428605827,-2.18081486824462,41.03505613119159,-2.1806210795518126,41.03516362785967
DJI_1630.JPG,-2.1805388077570145,41.03483859759515,-2.1805821594558963,41.03491698080249,-2.1806405291954403,41.034793031056545,-2.180446288972105,41.03490077819045,-2.180773411350127,41.03503293052119,-2.180579171126792,41.03514067765509
DJI_1640.JPG,-2.1805263464666345,41.03483180630784,-2.180576507767569,41.03490632998926,-2.180624000379088,41.03477738058449,-2.1804393385548977,41.034902026813235,-2.180777723814568,41.03500545009366,-2.1805930619903773,41.035130096322405
DJI_1650.JPG,-2.180529284659752,41.03472432638736,-2.1805974832778445,41.03466972091618,-2.180468774760888,41.03463392250006,-2.1806042476186542,41.034803142799696,-2.1806774704111453,41.034466604602216,-2.180812943268911,41.03463582490184
DJI_1660.JPG,-2.180565465235812,41.03473526707465,-2.1805237679172884,41.034659250028845,-2.180466850852316,41.03477902893679,-2.180655228071359,41.03467539263913,-2.180339038503221,41.034546370664344,-2.180527415722264,41.034442734366685
DJI_1670.JPG,-2.180609862981446,41.034763628858464,-2.180566653414617,41.03468582345493,-2.1805088727190163,41.03480907976414,-2.1807016808054103,41.03470168639108,-2.180376426856003,41.034570949071664,-2.1805692349423964,41.0344635556986
DJI_1680.JPG,-2.180654244464009,41.03479205951047,-2.180610385451723,41.03471308467918,-2.1805517363046896,41.03483819355058,-2.1807474423219104,41.03472918603782,-2.180417299762983,41.03459648371543,-2.180613005780204,41.03448747620268
DJI_1690.JPG,-2.1806962039752342,41.03481728283104,-2.180651309965507,41.03473677556838,-2.1805916873888207,41.034864540411576,-2.1807911905979065,41.03475296103015,-2.1804540790225158,41.03461814078723,-2.1806535822316016,41.03450656140581
DJI_1700.JPG,-2.180737236196588,41.03484096050114,-2.1806917579446035,41.034759738989514,-2.1806317727901456,41.03488886817264,-2.180833045663238,41.03477583724315,-2.180492374265731,41.03464028288973,-2.180693647138823,41.03452725196024
